time,robot,pos,state,carrying_task
26,2,"(7, 5)",to_dropoff,2
27,1,"(7, 5)",to_dropoff,5
27,2,"(7, 5)",to_dropoff,2
28,1,"(7, 5)",to_dropoff,5
28,2,"(7, 5)",to_dropoff,2
29,1,"(7, 5)",to_dropoff,5
29,2,"(7, 5)",to_dropoff,2
30,1,"(7, 5)",to_dropoff,5
30,2,"(7, 5)",to_dropoff,2
31,1,"(7, 5)",to_dropoff,5
31,2,"(7, 5)",to_dropoff,2
32,1,"(7, 5)",to_dropoff,5
32,2,"(7, 5)",to_dropoff,2
33,1,"(7, 5)",to_dropoff,5
33,2,"(7, 5)",to_dropoff,2
34,1,"(7, 5)",to_dropoff,5
34,2,"(7, 5)",to_dropoff,2
35,1,"(7, 5)",to_dropoff,5
35,2,"(7, 5)",to_dropoff,2
36,1,"(7, 5)",to_dropoff,5
36,2,"(7, 5)",to_dropoff,2
37,1,"(7, 5)",to_dropoff,5
37,2,"(7, 5)",to_dropoff,2
38,1,"(7, 5)",to_dropoff,5
38,2,"(7, 5)",to_dropoff,2
39,1,"(7, 5)",to_dropoff,5
39,2,"(7, 5)",to_dropoff,2
40,1,"(7, 5)",to_dropoff,5
40,2,"(7, 5)",to_dropoff,2
41,1,"(7, 5)",to_dropoff,5
41,2,"(7, 5)",to_dropoff,2
42,1,"(7, 5)",to_dropoff,5
42,2,"(7, 5)",to_dropoff,2
43,1,"(7, 5)",to_dropoff,5
43,2,"(7, 5)",to_dropoff,2
44,1,"(7, 5)",to_dropoff,5
44,2,"(7, 5)",to_dropoff,2
45,1,"(7, 5)",to_dropoff,5
45,2,"(7, 5)",to_dropoff,2
46,1,"(7, 5)",to_dropoff,5
46,2,"(7, 5)",to_dropoff,2
47,1,"(7, 5)",to_dropoff,5
47,2,"(7, 5)",to_dropoff,2
48,1,"(7, 5)",to_dropoff,5
48,2,"(7, 5)",to_dropoff,2
49,1,"(7, 5)",to_dropoff,5
49,2,"(7, 5)",to_dropoff,2
50,1,"(7, 5)",to_dropoff,5
50,2,"(7, 5)",to_dropoff,2
51,1,"(7, 5)",to_dropoff,5
51,2,"(7, 5)",to_dropoff,2
52,1,"(7, 5)",to_dropoff,5
52,2,"(7, 5)",to_dropoff,2
53,1,"(7, 5)",to_dropoff,5
53,2,"(7, 5)",to_dropoff,2
54,1,"(7, 5)",to_dropoff,5
54,2,"(7, 5)",to_dropoff,2
55,1,"(7, 5)",to_dropoff,5
55,2,"(7, 5)",to_dropoff,2
56,1,"(7, 5)",to_dropoff,5
56,2,"(7, 5)",to_dropoff,2
57,1,"(7, 5)",to_dropoff,5
57,2,"(7, 5)",to_dropoff,2
58,1,"(7, 5)",to_dropoff,5
58,2,"(7, 5)",to_dropoff,2
59,1,"(7, 5)",to_dropoff,5
59,2,"(7, 5)",to_dropoff,2
60,1,"(7, 5)",to_dropoff,5
60,2,"(7, 5)",to_dropoff,2
61,1,"(7, 5)",to_dropoff,5
61,2,"(7, 5)",to_dropoff,2
62,1,"(7, 5)",to_dropoff,5
62,2,"(7, 5)",to_dropoff,2
63,1,"(7, 5)",to_dropoff,5
63,2,"(7, 5)",to_dropoff,2
64,1,"(7, 5)",to_dropoff,5
64,2,"(7, 5)",to_dropoff,2
65,1,"(7, 5)",to_dropoff,5
65,2,"(7, 5)",to_dropoff,2
66,1,"(7, 5)",to_dropoff,5
66,2,"(7, 5)",to_dropoff,2
67,1,"(7, 5)",to_dropoff,5
67,2,"(7, 5)",to_dropoff,2
68,1,"(7, 5)",to_dropoff,5
68,2,"(7, 5)",to_dropoff,2
69,1,"(7, 5)",to_dropoff,5
69,2,"(7, 5)",to_dropoff,2
70,1,"(7, 5)",to_dropoff,5
70,2,"(7, 5)",to_dropoff,2
71,1,"(7, 5)",to_dropoff,5
71,2,"(7, 5)",to_dropoff,2
72,1,"(7, 5)",to_dropoff,5
72,2,"(7, 5)",to_dropoff,2
73,1,"(7, 5)",to_dropoff,5
73,2,"(7, 5)",to_dropoff,2
74,1,"(7, 5)",to_dropoff,5
74,2,"(7, 5)",to_dropoff,2
75,1,"(7, 5)",to_dropoff,5
75,2,"(7, 5)",to_dropoff,2
76,1,"(7, 5)",to_dropoff,5
76,2,"(7, 5)",to_dropoff,2
77,1,"(7, 5)",to_dropoff,5
77,2,"(7, 5)",to_dropoff,2
78,1,"(7, 5)",to_dropoff,5
78,2,"(7, 5)",to_dropoff,2
79,1,"(7, 5)",to_dropoff,5
79,2,"(7, 5)",to_dropoff,2
80,1,"(7, 5)",to_dropoff,5
80,2,"(7, 5)",to_dropoff,2
81,1,"(7, 5)",to_dropoff,5
81,2,"(7, 5)",to_dropoff,2
82,1,"(7, 5)",to_dropoff,5
82,2,"(7, 5)",to_dropoff,2
83,1,"(7, 5)",to_dropoff,5
83,2,"(7, 5)",to_dropoff,2
84,1,"(7, 5)",to_dropoff,5
84,2,"(7, 5)",to_dropoff,2
85,1,"(7, 5)",to_dropoff,5
85,2,"(7, 5)",to_dropoff,2
86,1,"(7, 5)",to_dropoff,5
86,2,"(7, 5)",to_dropoff,2
87,1,"(7, 5)",to_dropoff,5
87,2,"(7, 5)",to_dropoff,2
88,1,"(7, 5)",to_dropoff,5
88,2,"(7, 5)",to_dropoff,2
89,1,"(7, 5)",to_dropoff,5
89,2,"(7, 5)",to_dropoff,2
90,1,"(7, 5)",to_dropoff,5
90,2,"(7, 5)",to_dropoff,2
91,1,"(7, 5)",to_dropoff,5
91,2,"(7, 5)",to_dropoff,2
92,1,"(7, 5)",to_dropoff,5
92,2,"(7, 5)",to_dropoff,2
93,1,"(7, 5)",to_dropoff,5
93,2,"(7, 5)",to_dropoff,2
94,1,"(7, 5)",to_dropoff,5
94,2,"(7, 5)",to_dropoff,2
95,1,"(7, 5)",to_dropoff,5
95,2,"(7, 5)",to_dropoff,2
96,1,"(7, 5)",to_dropoff,5
96,2,"(7, 5)",to_dropoff,2
97,1,"(7, 5)",to_dropoff,5
97,2,"(7, 5)",to_dropoff,2
98,1,"(7, 5)",to_dropoff,5
98,2,"(7, 5)",to_dropoff,2
99,1,"(7, 5)",to_dropoff,5
99,2,"(7, 5)",to_dropoff,2
100,1,"(7, 5)",to_dropoff,5
100,2,"(7, 5)",to_dropoff,2
101,1,"(7, 5)",to_dropoff,5
101,2,"(7, 5)",to_dropoff,2
102,1,"(7, 5)",to_dropoff,5
102,2,"(7, 5)",to_dropoff,2
103,1,"(7, 5)",to_dropoff,5
103,2,"(7, 5)",to_dropoff,2
104,1,"(7, 5)",to_dropoff,5
104,2,"(7, 5)",to_dropoff,2
105,1,"(7, 5)",to_dropoff,5
105,2,"(7, 5)",to_dropoff,2
106,1,"(7, 5)",to_dropoff,5
106,2,"(7, 5)",to_dropoff,2
107,1,"(7, 5)",to_dropoff,5
107,2,"(7, 5)",to_dropoff,2
108,1,"(7, 5)",to_dropoff,5
108,2,"(7, 5)",to_dropoff,2
109,1,"(7, 5)",to_dropoff,5
109,2,"(7, 5)",to_dropoff,2
110,1,"(7, 5)",to_dropoff,5
110,2,"(7, 5)",to_dropoff,2
111,1,"(7, 5)",to_dropoff,5
111,2,"(7, 5)",to_dropoff,2
112,1,"(7, 5)",to_dropoff,5
112,2,"(7, 5)",to_dropoff,2
113,1,"(7, 5)",to_dropoff,5
113,2,"(7, 5)",to_dropoff,2
114,1,"(7, 5)",to_dropoff,5
114,2,"(7, 5)",to_dropoff,2
115,1,"(7, 5)",to_dropoff,5
115,2,"(7, 5)",to_dropoff,2
116,1,"(7, 5)",to_dropoff,5
116,2,"(7, 5)",to_dropoff,2
117,1,"(7, 5)",to_dropoff,5
117,2,"(7, 5)",to_dropoff,2
118,1,"(7, 5)",to_dropoff,5
118,2,"(7, 5)",to_dropoff,2
119,1,"(7, 5)",to_dropoff,5
119,2,"(7, 5)",to_dropoff,2
120,1,"(7, 5)",to_dropoff,5
120,2,"(7, 5)",to_dropoff,2
121,1,"(7, 5)",to_dropoff,5
121,2,"(7, 5)",to_dropoff,2
122,1,"(7, 5)",to_dropoff,5
122,2,"(7, 5)",to_dropoff,2
123,1,"(7, 5)",to_dropoff,5
123,2,"(7, 5)",to_dropoff,2
124,1,"(7, 5)",to_dropoff,5
124,2,"(7, 5)",to_dropoff,2
125,1,"(7, 5)",to_dropoff,5
125,2,"(7, 5)",to_dropoff,2
126,1,"(7, 5)",to_dropoff,5
126,2,"(7, 5)",to_dropoff,2
127,1,"(7, 5)",to_dropoff,5
127,2,"(7, 5)",to_dropoff,2
128,1,"(7, 5)",to_dropoff,5
128,2,"(7, 5)",to_dropoff,2
129,1,"(7, 5)",to_dropoff,5
129,2,"(7, 5)",to_dropoff,2
130,1,"(7, 5)",to_dropoff,5
130,2,"(7, 5)",to_dropoff,2
131,1,"(7, 5)",to_dropoff,5
131,2,"(7, 5)",to_dropoff,2
132,1,"(7, 5)",to_dropoff,5
132,2,"(7, 5)",to_dropoff,2
133,1,"(7, 5)",to_dropoff,5
133,2,"(7, 5)",to_dropoff,2
134,1,"(7, 5)",to_dropoff,5
134,2,"(7, 5)",to_dropoff,2
135,1,"(7, 5)",to_dropoff,5
135,2,"(7, 5)",to_dropoff,2
136,1,"(7, 5)",to_dropoff,5
136,2,"(7, 5)",to_dropoff,2
137,1,"(7, 5)",to_dropoff,5
137,2,"(7, 5)",to_dropoff,2
138,1,"(7, 5)",to_dropoff,5
138,2,"(7, 5)",to_dropoff,2
139,1,"(7, 5)",to_dropoff,5
139,2,"(7, 5)",to_dropoff,2
140,1,"(7, 5)",to_dropoff,5
140,2,"(7, 5)",to_dropoff,2
141,1,"(7, 5)",to_dropoff,5
141,2,"(7, 5)",to_dropoff,2
142,1,"(7, 5)",to_dropoff,5
142,2,"(7, 5)",to_dropoff,2
143,1,"(7, 5)",to_dropoff,5
143,2,"(7, 5)",to_dropoff,2
144,1,"(7, 5)",to_dropoff,5
144,2,"(7, 5)",to_dropoff,2
145,1,"(7, 5)",to_dropoff,5
145,2,"(7, 5)",to_dropoff,2
146,1,"(7, 5)",to_dropoff,5
146,2,"(7, 5)",to_dropoff,2
147,1,"(7, 5)",to_dropoff,5
147,2,"(7, 5)",to_dropoff,2
148,1,"(7, 5)",to_dropoff,5
148,2,"(7, 5)",to_dropoff,2
149,1,"(7, 5)",to_dropoff,5
149,2,"(7, 5)",to_dropoff,2
150,1,"(7, 5)",to_dropoff,5
150,2,"(7, 5)",to_dropoff,2
151,1,"(7, 5)",to_dropoff,5
151,2,"(7, 5)",to_dropoff,2
152,1,"(7, 5)",to_dropoff,5
152,2,"(7, 5)",to_dropoff,2
153,1,"(7, 5)",to_dropoff,5
153,2,"(7, 5)",to_dropoff,2
154,1,"(7, 5)",to_dropoff,5
154,2,"(7, 5)",to_dropoff,2
155,1,"(7, 5)",to_dropoff,5
155,2,"(7, 5)",to_dropoff,2
156,1,"(7, 5)",to_dropoff,5
156,2,"(7, 5)",to_dropoff,2
157,1,"(7, 5)",to_dropoff,5
157,2,"(7, 5)",to_dropoff,2
158,1,"(7, 5)",to_dropoff,5
158,2,"(7, 5)",to_dropoff,2
159,1,"(7, 5)",to_dropoff,5
159,2,"(7, 5)",to_dropoff,2
160,1,"(7, 5)",to_dropoff,5
160,2,"(7, 5)",to_dropoff,2
161,1,"(7, 5)",to_dropoff,5
161,2,"(7, 5)",to_dropoff,2
162,1,"(7, 5)",to_dropoff,5
162,2,"(7, 5)",to_dropoff,2
163,1,"(7, 5)",to_dropoff,5
163,2,"(7, 5)",to_dropoff,2
164,1,"(7, 5)",to_dropoff,5
164,2,"(7, 5)",to_dropoff,2
165,1,"(7, 5)",to_dropoff,5
165,2,"(7, 5)",to_dropoff,2
166,1,"(7, 5)",to_dropoff,5
166,2,"(7, 5)",to_dropoff,2
167,1,"(7, 5)",to_dropoff,5
167,2,"(7, 5)",to_dropoff,2
168,1,"(7, 5)",to_dropoff,5
168,2,"(7, 5)",to_dropoff,2
169,1,"(7, 5)",to_dropoff,5
169,2,"(7, 5)",to_dropoff,2
170,1,"(7, 5)",to_dropoff,5
170,2,"(7, 5)",to_dropoff,2
171,1,"(7, 5)",to_dropoff,5
171,2,"(7, 5)",to_dropoff,2
172,1,"(7, 5)",to_dropoff,5
172,2,"(7, 5)",to_dropoff,2
173,1,"(7, 5)",to_dropoff,5
173,2,"(7, 5)",to_dropoff,2
174,1,"(7, 5)",to_dropoff,5
174,2,"(7, 5)",to_dropoff,2
175,1,"(7, 5)",to_dropoff,5
175,2,"(7, 5)",to_dropoff,2
176,1,"(7, 5)",to_dropoff,5
176,2,"(7, 5)",to_dropoff,2
177,1,"(7, 5)",to_dropoff,5
177,2,"(7, 5)",to_dropoff,2
178,1,"(7, 5)",to_dropoff,5
178,2,"(7, 5)",to_dropoff,2
179,1,"(7, 5)",to_dropoff,5
179,2,"(7, 5)",to_dropoff,2
180,1,"(7, 5)",to_dropoff,5
180,2,"(7, 5)",to_dropoff,2
181,1,"(7, 5)",to_dropoff,5
181,2,"(7, 5)",to_dropoff,2
182,1,"(7, 5)",to_dropoff,5
182,2,"(7, 5)",to_dropoff,2
183,1,"(7, 5)",to_dropoff,5
183,2,"(7, 5)",to_dropoff,2
184,1,"(7, 5)",to_dropoff,5
184,2,"(7, 5)",to_dropoff,2
185,1,"(7, 5)",to_dropoff,5
185,2,"(7, 5)",to_dropoff,2
186,1,"(7, 5)",to_dropoff,5
186,2,"(7, 5)",to_dropoff,2
187,1,"(7, 5)",to_dropoff,5
187,2,"(7, 5)",to_dropoff,2
188,1,"(7, 5)",to_dropoff,5
188,2,"(7, 5)",to_dropoff,2
189,1,"(7, 5)",to_dropoff,5
189,2,"(7, 5)",to_dropoff,2
190,1,"(7, 5)",to_dropoff,5
190,2,"(7, 5)",to_dropoff,2
191,1,"(7, 5)",to_dropoff,5
191,2,"(7, 5)",to_dropoff,2
192,1,"(7, 5)",to_dropoff,5
192,2,"(7, 5)",to_dropoff,2
193,1,"(7, 5)",to_dropoff,5
193,2,"(7, 5)",to_dropoff,2
194,1,"(7, 5)",to_dropoff,5
194,2,"(7, 5)",to_dropoff,2
195,1,"(7, 5)",to_dropoff,5
195,2,"(7, 5)",to_dropoff,2
196,1,"(7, 5)",to_dropoff,5
196,2,"(7, 5)",to_dropoff,2
197,1,"(7, 5)",to_dropoff,5
197,2,"(7, 5)",to_dropoff,2
198,1,"(7, 5)",to_dropoff,5
198,2,"(7, 5)",to_dropoff,2
199,1,"(7, 5)",to_dropoff,5
199,2,"(7, 5)",to_dropoff,2
