time,robot,pos,state,carrying_task
24,4,"(10, 9)",to_dropoff,4
25,1,"(11, 9)",to_dropoff,1
25,2,"(10, 9)",to_dropoff,2
25,3,"(11, 9)",to_dropoff,3
25,4,"(10, 9)",to_dropoff,4
26,1,"(11, 9)",to_dropoff,1
26,2,"(10, 9)",to_dropoff,2
26,3,"(11, 9)",to_dropoff,3
26,4,"(10, 9)",to_dropoff,4
27,1,"(11, 9)",to_dropoff,1
27,2,"(10, 9)",to_dropoff,2
27,3,"(11, 9)",to_dropoff,3
27,4,"(10, 9)",to_dropoff,4
28,1,"(11, 9)",to_dropoff,1
28,2,"(10, 9)",to_dropoff,2
28,3,"(11, 9)",to_dropoff,3
28,4,"(10, 9)",to_dropoff,4
29,1,"(11, 9)",to_dropoff,1
29,2,"(10, 9)",to_dropoff,2
29,3,"(11, 9)",to_dropoff,3
29,4,"(10, 9)",to_dropoff,4
30,1,"(11, 9)",to_dropoff,1
30,2,"(10, 9)",to_dropoff,2
30,3,"(11, 9)",to_dropoff,3
30,4,"(10, 9)",to_dropoff,4
31,1,"(11, 9)",to_dropoff,1
31,2,"(10, 9)",to_dropoff,2
31,3,"(11, 9)",to_dropoff,3
31,4,"(10, 9)",to_dropoff,4
32,1,"(11, 9)",to_dropoff,1
32,2,"(10, 9)",to_dropoff,2
32,3,"(11, 9)",to_dropoff,3
32,4,"(10, 9)",to_dropoff,4
33,1,"(11, 9)",to_dropoff,1
33,2,"(10, 9)",to_dropoff,2
33,3,"(11, 9)",to_dropoff,3
33,4,"(10, 9)",to_dropoff,4
34,1,"(11, 9)",to_dropoff,1
34,2,"(10, 9)",to_dropoff,2
34,3,"(11, 9)",to_dropoff,3
34,4,"(10, 9)",to_dropoff,4
35,1,"(11, 9)",to_dropoff,1
35,2,"(10, 9)",to_dropoff,2
35,3,"(11, 9)",to_dropoff,3
35,4,"(10, 9)",to_dropoff,4
36,1,"(11, 9)",to_dropoff,1
36,2,"(10, 9)",to_dropoff,2
36,3,"(11, 9)",to_dropoff,3
36,4,"(10, 9)",to_dropoff,4
37,1,"(11, 9)",to_dropoff,1
37,2,"(10, 9)",to_dropoff,2
37,3,"(11, 9)",to_dropoff,3
37,4,"(10, 9)",to_dropoff,4
38,1,"(11, 9)",to_dropoff,1
38,2,"(10, 9)",to_dropoff,2
38,3,"(11, 9)",to_dropoff,3
38,4,"(10, 9)",to_dropoff,4
39,1,"(11, 9)",to_dropoff,1
39,2,"(10, 9)",to_dropoff,2
39,3,"(11, 9)",to_dropoff,3
39,4,"(10, 9)",to_dropoff,4
40,1,"(11, 9)",to_dropoff,1
40,2,"(10, 9)",to_dropoff,2
40,3,"(11, 9)",to_dropoff,3
40,4,"(10, 9)",to_dropoff,4
41,1,"(11, 9)",to_dropoff,1
41,2,"(10, 9)",to_dropoff,2
41,3,"(11, 9)",to_dropoff,3
41,4,"(10, 9)",to_dropoff,4
42,1,"(11, 9)",to_dropoff,1
42,2,"(10, 9)",to_dropoff,2
42,3,"(11, 9)",to_dropoff,3
42,4,"(10, 9)",to_dropoff,4
43,1,"(11, 9)",to_dropoff,1
43,2,"(10, 9)",to_dropoff,2
43,3,"(11, 9)",to_dropoff,3
43,4,"(10, 9)",to_dropoff,4
44,1,"(11, 9)",to_dropoff,1
44,2,"(10, 9)",to_dropoff,2
44,3,"(11, 9)",to_dropoff,3
44,4,"(10, 9)",to_dropoff,4
45,1,"(11, 9)",to_dropoff,1
45,2,"(10, 9)",to_dropoff,2
45,3,"(11, 9)",to_dropoff,3
45,4,"(10, 9)",to_dropoff,4
46,1,"(11, 9)",to_dropoff,1
46,2,"(10, 9)",to_dropoff,2
46,3,"(11, 9)",to_dropoff,3
46,4,"(10, 9)",to_dropoff,4
47,1,"(11, 9)",to_dropoff,1
47,2,"(10, 9)",to_dropoff,2
47,3,"(11, 9)",to_dropoff,3
47,4,"(10, 9)",to_dropoff,4
48,1,"(11, 9)",to_dropoff,1
48,2,"(10, 9)",to_dropoff,2
48,3,"(11, 9)",to_dropoff,3
48,4,"(10, 9)",to_dropoff,4
49,1,"(11, 9)",to_dropoff,1
49,2,"(10, 9)",to_dropoff,2
49,3,"(11, 9)",to_dropoff,3
49,4,"(10, 9)",to_dropoff,4
50,1,"(11, 9)",to_dropoff,1
50,2,"(10, 9)",to_dropoff,2
50,3,"(11, 9)",to_dropoff,3
50,4,"(10, 9)",to_dropoff,4
51,1,"(11, 9)",to_dropoff,1
51,2,"(10, 9)",to_dropoff,2
51,3,"(11, 9)",to_dropoff,3
51,4,"(10, 9)",to_dropoff,4
52,1,"(11, 9)",to_dropoff,1
52,2,"(10, 9)",to_dropoff,2
52,3,"(11, 9)",to_dropoff,3
52,4,"(10, 9)",to_dropoff,4
53,1,"(11, 9)",to_dropoff,1
53,2,"(10, 9)",to_dropoff,2
53,3,"(11, 9)",to_dropoff,3
53,4,"(10, 9)",to_dropoff,4
54,1,"(11, 9)",to_dropoff,1
54,2,"(10, 9)",to_dropoff,2
54,3,"(11, 9)",to_dropoff,3
54,4,"(10, 9)",to_dropoff,4
55,1,"(11, 9)",to_dropoff,1
55,2,"(10, 9)",to_dropoff,2
55,3,"(11, 9)",to_dropoff,3
55,4,"(10, 9)",to_dropoff,4
56,1,"(11, 9)",to_dropoff,1
56,2,"(10, 9)",to_dropoff,2
56,3,"(11, 9)",to_dropoff,3
56,4,"(10, 9)",to_dropoff,4
57,1,"(11, 9)",to_dropoff,1
57,2,"(10, 9)",to_dropoff,2
57,3,"(11, 9)",to_dropoff,3
57,4,"(10, 9)",to_dropoff,4
58,1,"(11, 9)",to_dropoff,1
58,2,"(10, 9)",to_dropoff,2
58,3,"(11, 9)",to_dropoff,3
58,4,"(10, 9)",to_dropoff,4
59,1,"(11, 9)",to_dropoff,1
59,2,"(10, 9)",to_dropoff,2
59,3,"(11, 9)",to_dropoff,3
59,4,"(10, 9)",to_dropoff,4
60,1,"(11, 9)",to_dropoff,1
60,2,"(10, 9)",to_dropoff,2
60,3,"(11, 9)",to_dropoff,3
60,4,"(10, 9)",to_dropoff,4
61,1,"(11, 9)",to_dropoff,1
61,2,"(10, 9)",to_dropoff,2
61,3,"(11, 9)",to_dropoff,3
61,4,"(10, 9)",to_dropoff,4
62,1,"(11, 9)",to_dropoff,1
62,2,"(10, 9)",to_dropoff,2
62,3,"(11, 9)",to_dropoff,3
62,4,"(10, 9)",to_dropoff,4
63,1,"(11, 9)",to_dropoff,1
63,2,"(10, 9)",to_dropoff,2
63,3,"(11, 9)",to_dropoff,3
63,4,"(10, 9)",to_dropoff,4
64,1,"(11, 9)",to_dropoff,1
64,2,"(10, 9)",to_dropoff,2
64,3,"(11, 9)",to_dropoff,3
64,4,"(10, 9)",to_dropoff,4
65,1,"(11, 9)",to_dropoff,1
65,2,"(10, 9)",to_dropoff,2
65,3,"(11, 9)",to_dropoff,3
65,4,"(10, 9)",to_dropoff,4
66,1,"(11, 9)",to_dropoff,1
66,2,"(10, 9)",to_dropoff,2
66,3,"(11, 9)",to_dropoff,3
66,4,"(10, 9)",to_dropoff,4
67,1,"(11, 9)",to_dropoff,1
67,2,"(10, 9)",to_dropoff,2
67,3,"(11, 9)",to_dropoff,3
67,4,"(10, 9)",to_dropoff,4
68,1,"(11, 9)",to_dropoff,1
68,2,"(10, 9)",to_dropoff,2
68,3,"(11, 9)",to_dropoff,3
68,4,"(10, 9)",to_dropoff,4
69,1,"(11, 9)",to_dropoff,1
69,2,"(10, 9)",to_dropoff,2
69,3,"(11, 9)",to_dropoff,3
69,4,"(10, 9)",to_dropoff,4
70,1,"(11, 9)",to_dropoff,1
70,2,"(10, 9)",to_dropoff,2
70,3,"(11, 9)",to_dropoff,3
70,4,"(10, 9)",to_dropoff,4
71,1,"(11, 9)",to_dropoff,1
71,2,"(10, 9)",to_dropoff,2
71,3,"(11, 9)",to_dropoff,3
71,4,"(10, 9)",to_dropoff,4
72,1,"(11, 9)",to_dropoff,1
72,2,"(10, 9)",to_dropoff,2
72,3,"(11, 9)",to_dropoff,3
72,4,"(10, 9)",to_dropoff,4
73,1,"(11, 9)",to_dropoff,1
73,2,"(10, 9)",to_dropoff,2
73,3,"(11, 9)",to_dropoff,3
73,4,"(10, 9)",to_dropoff,4
74,1,"(11, 9)",to_dropoff,1
74,2,"(10, 9)",to_dropoff,2
74,3,"(11, 9)",to_dropoff,3
74,4,"(10, 9)",to_dropoff,4
75,1,"(11, 9)",to_dropoff,1
75,2,"(10, 9)",to_dropoff,2
75,3,"(11, 9)",to_dropoff,3
75,4,"(10, 9)",to_dropoff,4
76,1,"(11, 9)",to_dropoff,1
76,2,"(10, 9)",to_dropoff,2
76,3,"(11, 9)",to_dropoff,3
76,4,"(10, 9)",to_dropoff,4
77,1,"(11, 9)",to_dropoff,1
77,2,"(10, 9)",to_dropoff,2
77,3,"(11, 9)",to_dropoff,3
77,4,"(10, 9)",to_dropoff,4
78,1,"(11, 9)",to_dropoff,1
78,2,"(10, 9)",to_dropoff,2
78,3,"(11, 9)",to_dropoff,3
78,4,"(10, 9)",to_dropoff,4
79,1,"(11, 9)",to_dropoff,1
79,2,"(10, 9)",to_dropoff,2
79,3,"(11, 9)",to_dropoff,3
79,4,"(10, 9)",to_dropoff,4
80,1,"(11, 9)",to_dropoff,1
80,2,"(10, 9)",to_dropoff,2
80,3,"(11, 9)",to_dropoff,3
80,4,"(10, 9)",to_dropoff,4
81,1,"(11, 9)",to_dropoff,1
81,2,"(10, 9)",to_dropoff,2
81,3,"(11, 9)",to_dropoff,3
81,4,"(10, 9)",to_dropoff,4
82,1,"(11, 9)",to_dropoff,1
82,2,"(10, 9)",to_dropoff,2
82,3,"(11, 9)",to_dropoff,3
82,4,"(10, 9)",to_dropoff,4
83,1,"(11, 9)",to_dropoff,1
83,2,"(10, 9)",to_dropoff,2
83,3,"(11, 9)",to_dropoff,3
83,4,"(10, 9)",to_dropoff,4
84,1,"(11, 9)",to_dropoff,1
84,2,"(10, 9)",to_dropoff,2
84,3,"(11, 9)",to_dropoff,3
84,4,"(10, 9)",to_dropoff,4
85,1,"(11, 9)",to_dropoff,1
85,2,"(10, 9)",to_dropoff,2
85,3,"(11, 9)",to_dropoff,3
85,4,"(10, 9)",to_dropoff,4
86,1,"(11, 9)",to_dropoff,1
86,2,"(10, 9)",to_dropoff,2
86,3,"(11, 9)",to_dropoff,3
86,4,"(10, 9)",to_dropoff,4
87,1,"(11, 9)",to_dropoff,1
87,2,"(10, 9)",to_dropoff,2
87,3,"(11, 9)",to_dropoff,3
87,4,"(10, 9)",to_dropoff,4
88,1,"(11, 9)",to_dropoff,1
88,2,"(10, 9)",to_dropoff,2
88,3,"(11, 9)",to_dropoff,3
88,4,"(10, 9)",to_dropoff,4
89,1,"(11, 9)",to_dropoff,1
89,2,"(10, 9)",to_dropoff,2
89,3,"(11, 9)",to_dropoff,3
89,4,"(10, 9)",to_dropoff,4
90,1,"(11, 9)",to_dropoff,1
90,2,"(10, 9)",to_dropoff,2
90,3,"(11, 9)",to_dropoff,3
90,4,"(10, 9)",to_dropoff,4
91,1,"(11, 9)",to_dropoff,1
91,2,"(10, 9)",to_dropoff,2
91,3,"(11, 9)",to_dropoff,3
91,4,"(10, 9)",to_dropoff,4
92,1,"(11, 9)",to_dropoff,1
92,2,"(10, 9)",to_dropoff,2
92,3,"(11, 9)",to_dropoff,3
92,4,"(10, 9)",to_dropoff,4
93,1,"(11, 9)",to_dropoff,1
93,2,"(10, 9)",to_dropoff,2
93,3,"(11, 9)",to_dropoff,3
93,4,"(10, 9)",to_dropoff,4
94,1,"(11, 9)",to_dropoff,1
94,2,"(10, 9)",to_dropoff,2
94,3,"(11, 9)",to_dropoff,3
94,4,"(10, 9)",to_dropoff,4
95,1,"(11, 9)",to_dropoff,1
95,2,"(10, 9)",to_dropoff,2
95,3,"(11, 9)",to_dropoff,3
95,4,"(10, 9)",to_dropoff,4
96,1,"(11, 9)",to_dropoff,1
96,2,"(10, 9)",to_dropoff,2
96,3,"(11, 9)",to_dropoff,3
96,4,"(10, 9)",to_dropoff,4
97,1,"(11, 9)",to_dropoff,1
97,2,"(10, 9)",to_dropoff,2
97,3,"(11, 9)",to_dropoff,3
97,4,"(10, 9)",to_dropoff,4
98,1,"(11, 9)",to_dropoff,1
98,2,"(10, 9)",to_dropoff,2
98,3,"(11, 9)",to_dropoff,3
98,4,"(10, 9)",to_dropoff,4
99,1,"(11, 9)",to_dropoff,1
99,2,"(10, 9)",to_dropoff,2
99,3,"(11, 9)",to_dropoff,3
99,4,"(10, 9)",to_dropoff,4
100,1,"(11, 9)",to_dropoff,1
100,2,"(10, 9)",to_dropoff,2
100,3,"(11, 9)",to_dropoff,3
100,4,"(10, 9)",to_dropoff,4
101,1,"(11, 9)",to_dropoff,1
101,2,"(10, 9)",to_dropoff,2
101,3,"(11, 9)",to_dropoff,3
101,4,"(10, 9)",to_dropoff,4
102,1,"(11, 9)",to_dropoff,1
102,2,"(10, 9)",to_dropoff,2
102,3,"(11, 9)",to_dropoff,3
102,4,"(10, 9)",to_dropoff,4
103,1,"(11, 9)",to_dropoff,1
103,2,"(10, 9)",to_dropoff,2
103,3,"(11, 9)",to_dropoff,3
103,4,"(10, 9)",to_dropoff,4
104,1,"(11, 9)",to_dropoff,1
104,2,"(10, 9)",to_dropoff,2
104,3,"(11, 9)",to_dropoff,3
104,4,"(10, 9)",to_dropoff,4
105,1,"(11, 9)",to_dropoff,1
105,2,"(10, 9)",to_dropoff,2
105,3,"(11, 9)",to_dropoff,3
105,4,"(10, 9)",to_dropoff,4
106,1,"(11, 9)",to_dropoff,1
106,2,"(10, 9)",to_dropoff,2
106,3,"(11, 9)",to_dropoff,3
106,4,"(10, 9)",to_dropoff,4
107,1,"(11, 9)",to_dropoff,1
107,2,"(10, 9)",to_dropoff,2
107,3,"(11, 9)",to_dropoff,3
107,4,"(10, 9)",to_dropoff,4
108,1,"(11, 9)",to_dropoff,1
108,2,"(10, 9)",to_dropoff,2
108,3,"(11, 9)",to_dropoff,3
108,4,"(10, 9)",to_dropoff,4
109,1,"(11, 9)",to_dropoff,1
109,2,"(10, 9)",to_dropoff,2
109,3,"(11, 9)",to_dropoff,3
109,4,"(10, 9)",to_dropoff,4
110,1,"(11, 9)",to_dropoff,1
110,2,"(10, 9)",to_dropoff,2
110,3,"(11, 9)",to_dropoff,3
110,4,"(10, 9)",to_dropoff,4
111,1,"(11, 9)",to_dropoff,1
111,2,"(10, 9)",to_dropoff,2
111,3,"(11, 9)",to_dropoff,3
111,4,"(10, 9)",to_dropoff,4
112,1,"(11, 9)",to_dropoff,1
112,2,"(10, 9)",to_dropoff,2
112,3,"(11, 9)",to_dropoff,3
112,4,"(10, 9)",to_dropoff,4
113,1,"(11, 9)",to_dropoff,1
113,2,"(10, 9)",to_dropoff,2
113,3,"(11, 9)",to_dropoff,3
113,4,"(10, 9)",to_dropoff,4
114,1,"(11, 9)",to_dropoff,1
114,2,"(10, 9)",to_dropoff,2
114,3,"(11, 9)",to_dropoff,3
114,4,"(10, 9)",to_dropoff,4
115,1,"(11, 9)",to_dropoff,1
115,2,"(10, 9)",to_dropoff,2
115,3,"(11, 9)",to_dropoff,3
115,4,"(10, 9)",to_dropoff,4
116,1,"(11, 9)",to_dropoff,1
116,2,"(10, 9)",to_dropoff,2
116,3,"(11, 9)",to_dropoff,3
116,4,"(10, 9)",to_dropoff,4
117,1,"(11, 9)",to_dropoff,1
117,2,"(10, 9)",to_dropoff,2
117,3,"(11, 9)",to_dropoff,3
117,4,"(10, 9)",to_dropoff,4
118,1,"(11, 9)",to_dropoff,1
118,2,"(10, 9)",to_dropoff,2
118,3,"(11, 9)",to_dropoff,3
118,4,"(10, 9)",to_dropoff,4
119,1,"(11, 9)",to_dropoff,1
119,2,"(10, 9)",to_dropoff,2
119,3,"(11, 9)",to_dropoff,3
119,4,"(10, 9)",to_dropoff,4
120,1,"(11, 9)",to_dropoff,1
120,2,"(10, 9)",to_dropoff,2
120,3,"(11, 9)",to_dropoff,3
120,4,"(10, 9)",to_dropoff,4
121,1,"(11, 9)",to_dropoff,1
121,2,"(10, 9)",to_dropoff,2
121,3,"(11, 9)",to_dropoff,3
121,4,"(10, 9)",to_dropoff,4
122,1,"(11, 9)",to_dropoff,1
122,2,"(10, 9)",to_dropoff,2
122,3,"(11, 9)",to_dropoff,3
122,4,"(10, 9)",to_dropoff,4
123,1,"(11, 9)",to_dropoff,1
123,2,"(10, 9)",to_dropoff,2
123,3,"(11, 9)",to_dropoff,3
123,4,"(10, 9)",to_dropoff,4
124,1,"(11, 9)",to_dropoff,1
124,2,"(10, 9)",to_dropoff,2
124,3,"(11, 9)",to_dropoff,3
124,4,"(10, 9)",to_dropoff,4
125,1,"(11, 9)",to_dropoff,1
125,2,"(10, 9)",to_dropoff,2
125,3,"(11, 9)",to_dropoff,3
125,4,"(10, 9)",to_dropoff,4
126,1,"(11, 9)",to_dropoff,1
126,2,"(10, 9)",to_dropoff,2
126,3,"(11, 9)",to_dropoff,3
126,4,"(10, 9)",to_dropoff,4
127,1,"(11, 9)",to_dropoff,1
127,2,"(10, 9)",to_dropoff,2
127,3,"(11, 9)",to_dropoff,3
127,4,"(10, 9)",to_dropoff,4
128,1,"(11, 9)",to_dropoff,1
128,2,"(10, 9)",to_dropoff,2
128,3,"(11, 9)",to_dropoff,3
128,4,"(10, 9)",to_dropoff,4
129,1,"(11, 9)",to_dropoff,1
129,2,"(10, 9)",to_dropoff,2
129,3,"(11, 9)",to_dropoff,3
129,4,"(10, 9)",to_dropoff,4
130,1,"(11, 9)",to_dropoff,1
130,2,"(10, 9)",to_dropoff,2
130,3,"(11, 9)",to_dropoff,3
130,4,"(10, 9)",to_dropoff,4
131,1,"(11, 9)",to_dropoff,1
131,2,"(10, 9)",to_dropoff,2
131,3,"(11, 9)",to_dropoff,3
131,4,"(10, 9)",to_dropoff,4
132,1,"(11, 9)",to_dropoff,1
132,2,"(10, 9)",to_dropoff,2
132,3,"(11, 9)",to_dropoff,3
132,4,"(10, 9)",to_dropoff,4
133,1,"(11, 9)",to_dropoff,1
133,2,"(10, 9)",to_dropoff,2
133,3,"(11, 9)",to_dropoff,3
133,4,"(10, 9)",to_dropoff,4
134,1,"(11, 9)",to_dropoff,1
134,2,"(10, 9)",to_dropoff,2
134,3,"(11, 9)",to_dropoff,3
134,4,"(10, 9)",to_dropoff,4
135,1,"(11, 9)",to_dropoff,1
135,2,"(10, 9)",to_dropoff,2
135,3,"(11, 9)",to_dropoff,3
135,4,"(10, 9)",to_dropoff,4
136,1,"(11, 9)",to_dropoff,1
136,2,"(10, 9)",to_dropoff,2
136,3,"(11, 9)",to_dropoff,3
136,4,"(10, 9)",to_dropoff,4
137,1,"(11, 9)",to_dropoff,1
137,2,"(10, 9)",to_dropoff,2
137,3,"(11, 9)",to_dropoff,3
137,4,"(10, 9)",to_dropoff,4
138,1,"(11, 9)",to_dropoff,1
138,2,"(10, 9)",to_dropoff,2
138,3,"(11, 9)",to_dropoff,3
138,4,"(10, 9)",to_dropoff,4
139,1,"(11, 9)",to_dropoff,1
139,2,"(10, 9)",to_dropoff,2
139,3,"(11, 9)",to_dropoff,3
139,4,"(10, 9)",to_dropoff,4
140,1,"(11, 9)",to_dropoff,1
140,2,"(10, 9)",to_dropoff,2
140,3,"(11, 9)",to_dropoff,3
140,4,"(10, 9)",to_dropoff,4
141,1,"(11, 9)",to_dropoff,1
141,2,"(10, 9)",to_dropoff,2
141,3,"(11, 9)",to_dropoff,3
141,4,"(10, 9)",to_dropoff,4
142,1,"(11, 9)",to_dropoff,1
142,2,"(10, 9)",to_dropoff,2
142,3,"(11, 9)",to_dropoff,3
142,4,"(10, 9)",to_dropoff,4
143,1,"(11, 9)",to_dropoff,1
143,2,"(10, 9)",to_dropoff,2
143,3,"(11, 9)",to_dropoff,3
143,4,"(10, 9)",to_dropoff,4
144,1,"(11, 9)",to_dropoff,1
144,2,"(10, 9)",to_dropoff,2
144,3,"(11, 9)",to_dropoff,3
144,4,"(10, 9)",to_dropoff,4
145,1,"(11, 9)",to_dropoff,1
145,2,"(10, 9)",to_dropoff,2
145,3,"(11, 9)",to_dropoff,3
145,4,"(10, 9)",to_dropoff,4
146,1,"(11, 9)",to_dropoff,1
146,2,"(10, 9)",to_dropoff,2
146,3,"(11, 9)",to_dropoff,3
146,4,"(10, 9)",to_dropoff,4
147,1,"(11, 9)",to_dropoff,1
147,2,"(10, 9)",to_dropoff,2
147,3,"(11, 9)",to_dropoff,3
147,4,"(10, 9)",to_dropoff,4
148,1,"(11, 9)",to_dropoff,1
148,2,"(10, 9)",to_dropoff,2
148,3,"(11, 9)",to_dropoff,3
148,4,"(10, 9)",to_dropoff,4
149,1,"(11, 9)",to_dropoff,1
149,2,"(10, 9)",to_dropoff,2
149,3,"(11, 9)",to_dropoff,3
149,4,"(10, 9)",to_dropoff,4
150,1,"(11, 9)",to_dropoff,1
150,2,"(10, 9)",to_dropoff,2
150,3,"(11, 9)",to_dropoff,3
150,4,"(10, 9)",to_dropoff,4
151,1,"(11, 9)",to_dropoff,1
151,2,"(10, 9)",to_dropoff,2
151,3,"(11, 9)",to_dropoff,3
151,4,"(10, 9)",to_dropoff,4
152,1,"(11, 9)",to_dropoff,1
152,2,"(10, 9)",to_dropoff,2
152,3,"(11, 9)",to_dropoff,3
152,4,"(10, 9)",to_dropoff,4
153,1,"(11, 9)",to_dropoff,1
153,2,"(10, 9)",to_dropoff,2
153,3,"(11, 9)",to_dropoff,3
153,4,"(10, 9)",to_dropoff,4
154,1,"(11, 9)",to_dropoff,1
154,2,"(10, 9)",to_dropoff,2
154,3,"(11, 9)",to_dropoff,3
154,4,"(10, 9)",to_dropoff,4
155,1,"(11, 9)",to_dropoff,1
155,2,"(10, 9)",to_dropoff,2
155,3,"(11, 9)",to_dropoff,3
155,4,"(10, 9)",to_dropoff,4
156,1,"(11, 9)",to_dropoff,1
156,2,"(10, 9)",to_dropoff,2
156,3,"(11, 9)",to_dropoff,3
156,4,"(10, 9)",to_dropoff,4
157,1,"(11, 9)",to_dropoff,1
157,2,"(10, 9)",to_dropoff,2
157,3,"(11, 9)",to_dropoff,3
157,4,"(10, 9)",to_dropoff,4
158,1,"(11, 9)",to_dropoff,1
158,2,"(10, 9)",to_dropoff,2
158,3,"(11, 9)",to_dropoff,3
158,4,"(10, 9)",to_dropoff,4
159,1,"(11, 9)",to_dropoff,1
159,2,"(10, 9)",to_dropoff,2
159,3,"(11, 9)",to_dropoff,3
159,4,"(10, 9)",to_dropoff,4
160,1,"(11, 9)",to_dropoff,1
160,2,"(10, 9)",to_dropoff,2
160,3,"(11, 9)",to_dropoff,3
160,4,"(10, 9)",to_dropoff,4
161,1,"(11, 9)",to_dropoff,1
161,2,"(10, 9)",to_dropoff,2
161,3,"(11, 9)",to_dropoff,3
161,4,"(10, 9)",to_dropoff,4
162,1,"(11, 9)",to_dropoff,1
162,2,"(10, 9)",to_dropoff,2
162,3,"(11, 9)",to_dropoff,3
162,4,"(10, 9)",to_dropoff,4
163,1,"(11, 9)",to_dropoff,1
163,2,"(10, 9)",to_dropoff,2
163,3,"(11, 9)",to_dropoff,3
163,4,"(10, 9)",to_dropoff,4
164,1,"(11, 9)",to_dropoff,1
164,2,"(10, 9)",to_dropoff,2
164,3,"(11, 9)",to_dropoff,3
164,4,"(10, 9)",to_dropoff,4
165,1,"(11, 9)",to_dropoff,1
165,2,"(10, 9)",to_dropoff,2
165,3,"(11, 9)",to_dropoff,3
165,4,"(10, 9)",to_dropoff,4
166,1,"(11, 9)",to_dropoff,1
