time,robot,pos,state,carrying_task
21,1,"(14, 13)",to_dropoff,1
21,2,"(19, 14)",to_dropoff,2
21,3,"(18, 14)",to_dropoff,3
21,4,"(17, 14)",to_dropoff,4
21,5,"(16, 14)",to_dropoff,5
22,1,"(15, 13)",to_dropoff,1
22,2,"(19, 14)",to_dropoff,2
22,3,"(18, 14)",to_dropoff,3
22,4,"(17, 14)",to_dropoff,4
22,5,"(16, 14)",to_dropoff,5
23,1,"(16, 13)",to_dropoff,1
23,2,"(19, 14)",to_dropoff,2
23,3,"(18, 14)",to_dropoff,3
23,4,"(17, 14)",to_dropoff,4
23,5,"(16, 14)",to_dropoff,5
24,1,"(16, 14)",to_dropoff,1
24,2,"(19, 14)",to_dropoff,2
24,3,"(18, 14)",to_dropoff,3
24,4,"(17, 14)",to_dropoff,4
24,5,"(16, 14)",to_dropoff,5
25,1,"(17, 14)",to_dropoff,1
25,2,"(19, 14)",to_dropoff,2
25,3,"(18, 14)",to_dropoff,3
25,4,"(17, 14)",to_dropoff,4
25,5,"(16, 14)",to_dropoff,5
26,1,"(18, 14)",to_dropoff,1
26,2,"(19, 14)",to_dropoff,2
26,3,"(18, 14)",to_dropoff,3
26,4,"(17, 14)",to_dropoff,4
26,5,"(16, 14)",to_dropoff,5
27,1,"(19, 14)",to_dropoff,1
27,2,"(19, 14)",to_dropoff,2
27,3,"(18, 14)",to_dropoff,3
27,4,"(17, 14)",to_dropoff,4
27,5,"(16, 14)",to_dropoff,5
28,1,"(19, 14)",to_dropoff,1
28,2,"(19, 14)",to_dropoff,2
28,3,"(18, 14)",to_dropoff,3
28,4,"(17, 14)",to_dropoff,4
28,5,"(16, 14)",to_dropoff,5
29,1,"(19, 14)",to_dropoff,1
29,2,"(19, 14)",to_dropoff,2
29,3,"(18, 14)",to_dropoff,3
29,4,"(17, 14)",to_dropoff,4
29,5,"(16, 14)",to_dropoff,5
30,1,"(19, 14)",to_dropoff,1
30,2,"(19, 14)",to_dropoff,2
30,3,"(18, 14)",to_dropoff,3
30,4,"(17, 14)",to_dropoff,4
30,5,"(16, 14)",to_dropoff,5
31,1,"(19, 14)",to_dropoff,1
31,2,"(19, 14)",to_dropoff,2
31,3,"(18, 14)",to_dropoff,3
31,4,"(17, 14)",to_dropoff,4
31,5,"(16, 14)",to_dropoff,5
32,1,"(19, 14)",to_dropoff,1
32,2,"(19, 14)",to_dropoff,2
32,3,"(18, 14)",to_dropoff,3
32,4,"(17, 14)",to_dropoff,4
32,5,"(16, 14)",to_dropoff,5
33,1,"(19, 14)",to_dropoff,1
33,2,"(19, 14)",to_dropoff,2
33,3,"(18, 14)",to_dropoff,3
33,4,"(17, 14)",to_dropoff,4
33,5,"(16, 14)",to_dropoff,5
34,1,"(19, 14)",to_dropoff,1
34,2,"(19, 14)",to_dropoff,2
34,3,"(18, 14)",to_dropoff,3
34,4,"(17, 14)",to_dropoff,4
34,5,"(16, 14)",to_dropoff,5
35,1,"(19, 14)",to_dropoff,1
35,2,"(19, 14)",to_dropoff,2
35,3,"(18, 14)",to_dropoff,3
35,4,"(17, 14)",to_dropoff,4
35,5,"(16, 14)",to_dropoff,5
36,1,"(19, 14)",to_dropoff,1
36,2,"(19, 14)",to_dropoff,2
36,3,"(18, 14)",to_dropoff,3
36,4,"(17, 14)",to_dropoff,4
36,5,"(16, 14)",to_dropoff,5
37,1,"(19, 14)",to_dropoff,1
37,2,"(19, 14)",to_dropoff,2
37,3,"(18, 14)",to_dropoff,3
37,4,"(17, 14)",to_dropoff,4
37,5,"(16, 14)",to_dropoff,5
38,1,"(19, 14)",to_dropoff,1
38,2,"(19, 14)",to_dropoff,2
38,3,"(18, 14)",to_dropoff,3
38,4,"(17, 14)",to_dropoff,4
38,5,"(16, 14)",to_dropoff,5
39,1,"(19, 14)",to_dropoff,1
39,2,"(19, 14)",to_dropoff,2
39,3,"(18, 14)",to_dropoff,3
39,4,"(17, 14)",to_dropoff,4
39,5,"(16, 14)",to_dropoff,5
40,1,"(19, 14)",to_dropoff,1
40,2,"(19, 14)",to_dropoff,2
40,3,"(18, 14)",to_dropoff,3
40,4,"(17, 14)",to_dropoff,4
40,5,"(16, 14)",to_dropoff,5
41,1,"(19, 14)",to_dropoff,1
41,2,"(19, 14)",to_dropoff,2
41,3,"(18, 14)",to_dropoff,3
41,4,"(17, 14)",to_dropoff,4
41,5,"(16, 14)",to_dropoff,5
42,1,"(19, 14)",to_dropoff,1
42,2,"(19, 14)",to_dropoff,2
42,3,"(18, 14)",to_dropoff,3
42,4,"(17, 14)",to_dropoff,4
42,5,"(16, 14)",to_dropoff,5
43,1,"(19, 14)",to_dropoff,1
43,2,"(19, 14)",to_dropoff,2
43,3,"(18, 14)",to_dropoff,3
43,4,"(17, 14)",to_dropoff,4
43,5,"(16, 14)",to_dropoff,5
44,1,"(19, 14)",to_dropoff,1
44,2,"(19, 14)",to_dropoff,2
44,3,"(18, 14)",to_dropoff,3
44,4,"(17, 14)",to_dropoff,4
44,5,"(16, 14)",to_dropoff,5
45,1,"(19, 14)",to_dropoff,1
45,2,"(19, 14)",to_dropoff,2
45,3,"(18, 14)",to_dropoff,3
45,4,"(17, 14)",to_dropoff,4
45,5,"(16, 14)",to_dropoff,5
46,1,"(19, 14)",to_dropoff,1
46,2,"(19, 14)",to_dropoff,2
46,3,"(18, 14)",to_dropoff,3
46,4,"(17, 14)",to_dropoff,4
46,5,"(16, 14)",to_dropoff,5
47,1,"(19, 14)",to_dropoff,1
47,2,"(19, 14)",to_dropoff,2
47,3,"(18, 14)",to_dropoff,3
47,4,"(17, 14)",to_dropoff,4
47,5,"(16, 14)",to_dropoff,5
48,1,"(19, 14)",to_dropoff,1
48,2,"(19, 14)",to_dropoff,2
48,3,"(18, 14)",to_dropoff,3
48,4,"(17, 14)",to_dropoff,4
48,5,"(16, 14)",to_dropoff,5
49,1,"(19, 14)",to_dropoff,1
49,2,"(19, 14)",to_dropoff,2
49,3,"(18, 14)",to_dropoff,3
49,4,"(17, 14)",to_dropoff,4
49,5,"(16, 14)",to_dropoff,5
50,1,"(19, 14)",to_dropoff,1
50,2,"(19, 14)",to_dropoff,2
50,3,"(18, 14)",to_dropoff,3
50,4,"(17, 14)",to_dropoff,4
50,5,"(16, 14)",to_dropoff,5
51,1,"(19, 14)",to_dropoff,1
51,2,"(19, 14)",to_dropoff,2
51,3,"(18, 14)",to_dropoff,3
51,4,"(17, 14)",to_dropoff,4
51,5,"(16, 14)",to_dropoff,5
52,1,"(19, 14)",to_dropoff,1
52,2,"(19, 14)",to_dropoff,2
52,3,"(18, 14)",to_dropoff,3
52,4,"(17, 14)",to_dropoff,4
52,5,"(16, 14)",to_dropoff,5
53,1,"(19, 14)",to_dropoff,1
53,2,"(19, 14)",to_dropoff,2
53,3,"(18, 14)",to_dropoff,3
53,4,"(17, 14)",to_dropoff,4
53,5,"(16, 14)",to_dropoff,5
54,1,"(19, 14)",to_dropoff,1
54,2,"(19, 14)",to_dropoff,2
54,3,"(18, 14)",to_dropoff,3
54,4,"(17, 14)",to_dropoff,4
54,5,"(16, 14)",to_dropoff,5
55,1,"(19, 14)",to_dropoff,1
55,2,"(19, 14)",to_dropoff,2
55,3,"(18, 14)",to_dropoff,3
55,4,"(17, 14)",to_dropoff,4
55,5,"(16, 14)",to_dropoff,5
56,1,"(19, 14)",to_dropoff,1
56,2,"(19, 14)",to_dropoff,2
56,3,"(18, 14)",to_dropoff,3
56,4,"(17, 14)",to_dropoff,4
56,5,"(16, 14)",to_dropoff,5
57,1,"(19, 14)",to_dropoff,1
57,2,"(19, 14)",to_dropoff,2
57,3,"(18, 14)",to_dropoff,3
57,4,"(17, 14)",to_dropoff,4
57,5,"(16, 14)",to_dropoff,5
58,1,"(19, 14)",to_dropoff,1
58,2,"(19, 14)",to_dropoff,2
58,3,"(18, 14)",to_dropoff,3
58,4,"(17, 14)",to_dropoff,4
58,5,"(16, 14)",to_dropoff,5
59,1,"(19, 14)",to_dropoff,1
59,2,"(19, 14)",to_dropoff,2
59,3,"(18, 14)",to_dropoff,3
59,4,"(17, 14)",to_dropoff,4
59,5,"(16, 14)",to_dropoff,5
60,1,"(19, 14)",to_dropoff,1
60,2,"(19, 14)",to_dropoff,2
60,3,"(18, 14)",to_dropoff,3
60,4,"(17, 14)",to_dropoff,4
60,5,"(16, 14)",to_dropoff,5
61,1,"(19, 14)",to_dropoff,1
61,2,"(19, 14)",to_dropoff,2
61,3,"(18, 14)",to_dropoff,3
61,4,"(17, 14)",to_dropoff,4
61,5,"(16, 14)",to_dropoff,5
62,1,"(19, 14)",to_dropoff,1
62,2,"(19, 14)",to_dropoff,2
62,3,"(18, 14)",to_dropoff,3
62,4,"(17, 14)",to_dropoff,4
62,5,"(16, 14)",to_dropoff,5
63,1,"(19, 14)",to_dropoff,1
63,2,"(19, 14)",to_dropoff,2
63,3,"(18, 14)",to_dropoff,3
63,4,"(17, 14)",to_dropoff,4
63,5,"(16, 14)",to_dropoff,5
64,1,"(19, 14)",to_dropoff,1
64,2,"(19, 14)",to_dropoff,2
64,3,"(18, 14)",to_dropoff,3
64,4,"(17, 14)",to_dropoff,4
64,5,"(16, 14)",to_dropoff,5
65,1,"(19, 14)",to_dropoff,1
65,2,"(19, 14)",to_dropoff,2
65,3,"(18, 14)",to_dropoff,3
65,4,"(17, 14)",to_dropoff,4
65,5,"(16, 14)",to_dropoff,5
66,1,"(19, 14)",to_dropoff,1
66,2,"(19, 14)",to_dropoff,2
66,3,"(18, 14)",to_dropoff,3
66,4,"(17, 14)",to_dropoff,4
66,5,"(16, 14)",to_dropoff,5
67,1,"(19, 14)",to_dropoff,1
67,2,"(19, 14)",to_dropoff,2
67,3,"(18, 14)",to_dropoff,3
67,4,"(17, 14)",to_dropoff,4
67,5,"(16, 14)",to_dropoff,5
68,1,"(19, 14)",to_dropoff,1
68,2,"(19, 14)",to_dropoff,2
68,3,"(18, 14)",to_dropoff,3
68,4,"(17, 14)",to_dropoff,4
68,5,"(16, 14)",to_dropoff,5
69,1,"(19, 14)",to_dropoff,1
69,2,"(19, 14)",to_dropoff,2
69,3,"(18, 14)",to_dropoff,3
69,4,"(17, 14)",to_dropoff,4
69,5,"(16, 14)",to_dropoff,5
70,1,"(19, 14)",to_dropoff,1
70,2,"(19, 14)",to_dropoff,2
70,3,"(18, 14)",to_dropoff,3
70,4,"(17, 14)",to_dropoff,4
70,5,"(16, 14)",to_dropoff,5
71,1,"(19, 14)",to_dropoff,1
71,2,"(19, 14)",to_dropoff,2
71,3,"(18, 14)",to_dropoff,3
71,4,"(17, 14)",to_dropoff,4
71,5,"(16, 14)",to_dropoff,5
72,1,"(19, 14)",to_dropoff,1
72,2,"(19, 14)",to_dropoff,2
72,3,"(18, 14)",to_dropoff,3
72,4,"(17, 14)",to_dropoff,4
72,5,"(16, 14)",to_dropoff,5
73,1,"(19, 14)",to_dropoff,1
73,2,"(19, 14)",to_dropoff,2
73,3,"(18, 14)",to_dropoff,3
73,4,"(17, 14)",to_dropoff,4
73,5,"(16, 14)",to_dropoff,5
74,1,"(19, 14)",to_dropoff,1
74,2,"(19, 14)",to_dropoff,2
74,3,"(18, 14)",to_dropoff,3
74,4,"(17, 14)",to_dropoff,4
74,5,"(16, 14)",to_dropoff,5
75,1,"(19, 14)",to_dropoff,1
75,2,"(19, 14)",to_dropoff,2
75,3,"(18, 14)",to_dropoff,3
75,4,"(17, 14)",to_dropoff,4
75,5,"(16, 14)",to_dropoff,5
76,1,"(19, 14)",to_dropoff,1
76,2,"(19, 14)",to_dropoff,2
76,3,"(18, 14)",to_dropoff,3
76,4,"(17, 14)",to_dropoff,4
76,5,"(16, 14)",to_dropoff,5
77,1,"(19, 14)",to_dropoff,1
77,2,"(19, 14)",to_dropoff,2
77,3,"(18, 14)",to_dropoff,3
77,4,"(17, 14)",to_dropoff,4
77,5,"(16, 14)",to_dropoff,5
78,1,"(19, 14)",to_dropoff,1
78,2,"(19, 14)",to_dropoff,2
78,3,"(18, 14)",to_dropoff,3
78,4,"(17, 14)",to_dropoff,4
78,5,"(16, 14)",to_dropoff,5
79,1,"(19, 14)",to_dropoff,1
79,2,"(19, 14)",to_dropoff,2
79,3,"(18, 14)",to_dropoff,3
79,4,"(17, 14)",to_dropoff,4
79,5,"(16, 14)",to_dropoff,5
80,1,"(19, 14)",to_dropoff,1
80,2,"(19, 14)",to_dropoff,2
80,3,"(18, 14)",to_dropoff,3
80,4,"(17, 14)",to_dropoff,4
80,5,"(16, 14)",to_dropoff,5
81,1,"(19, 14)",to_dropoff,1
81,2,"(19, 14)",to_dropoff,2
81,3,"(18, 14)",to_dropoff,3
81,4,"(17, 14)",to_dropoff,4
81,5,"(16, 14)",to_dropoff,5
82,1,"(19, 14)",to_dropoff,1
82,2,"(19, 14)",to_dropoff,2
82,3,"(18, 14)",to_dropoff,3
82,4,"(17, 14)",to_dropoff,4
82,5,"(16, 14)",to_dropoff,5
83,1,"(19, 14)",to_dropoff,1
83,2,"(19, 14)",to_dropoff,2
83,3,"(18, 14)",to_dropoff,3
83,4,"(17, 14)",to_dropoff,4
83,5,"(16, 14)",to_dropoff,5
84,1,"(19, 14)",to_dropoff,1
84,2,"(19, 14)",to_dropoff,2
84,3,"(18, 14)",to_dropoff,3
84,4,"(17, 14)",to_dropoff,4
84,5,"(16, 14)",to_dropoff,5
85,1,"(19, 14)",to_dropoff,1
85,2,"(19, 14)",to_dropoff,2
85,3,"(18, 14)",to_dropoff,3
85,4,"(17, 14)",to_dropoff,4
85,5,"(16, 14)",to_dropoff,5
86,1,"(19, 14)",to_dropoff,1
86,2,"(19, 14)",to_dropoff,2
86,3,"(18, 14)",to_dropoff,3
86,4,"(17, 14)",to_dropoff,4
86,5,"(16, 14)",to_dropoff,5
87,1,"(19, 14)",to_dropoff,1
87,2,"(19, 14)",to_dropoff,2
87,3,"(18, 14)",to_dropoff,3
87,4,"(17, 14)",to_dropoff,4
87,5,"(16, 14)",to_dropoff,5
88,1,"(19, 14)",to_dropoff,1
88,2,"(19, 14)",to_dropoff,2
88,3,"(18, 14)",to_dropoff,3
88,4,"(17, 14)",to_dropoff,4
88,5,"(16, 14)",to_dropoff,5
89,1,"(19, 14)",to_dropoff,1
89,2,"(19, 14)",to_dropoff,2
89,3,"(18, 14)",to_dropoff,3
89,4,"(17, 14)",to_dropoff,4
89,5,"(16, 14)",to_dropoff,5
90,1,"(19, 14)",to_dropoff,1
90,2,"(19, 14)",to_dropoff,2
90,3,"(18, 14)",to_dropoff,3
90,4,"(17, 14)",to_dropoff,4
90,5,"(16, 14)",to_dropoff,5
91,1,"(19, 14)",to_dropoff,1
91,2,"(19, 14)",to_dropoff,2
91,3,"(18, 14)",to_dropoff,3
91,4,"(17, 14)",to_dropoff,4
91,5,"(16, 14)",to_dropoff,5
92,1,"(19, 14)",to_dropoff,1
92,2,"(19, 14)",to_dropoff,2
92,3,"(18, 14)",to_dropoff,3
92,4,"(17, 14)",to_dropoff,4
92,5,"(16, 14)",to_dropoff,5
93,1,"(19, 14)",to_dropoff,1
93,2,"(19, 14)",to_dropoff,2
93,3,"(18, 14)",to_dropoff,3
93,4,"(17, 14)",to_dropoff,4
93,5,"(16, 14)",to_dropoff,5
94,1,"(19, 14)",to_dropoff,1
94,2,"(19, 14)",to_dropoff,2
94,3,"(18, 14)",to_dropoff,3
94,4,"(17, 14)",to_dropoff,4
94,5,"(16, 14)",to_dropoff,5
95,1,"(19, 14)",to_dropoff,1
95,2,"(19, 14)",to_dropoff,2
95,3,"(18, 14)",to_dropoff,3
95,4,"(17, 14)",to_dropoff,4
95,5,"(16, 14)",to_dropoff,5
96,1,"(19, 14)",to_dropoff,1
96,2,"(19, 14)",to_dropoff,2
96,3,"(18, 14)",to_dropoff,3
96,4,"(17, 14)",to_dropoff,4
96,5,"(16, 14)",to_dropoff,5
97,1,"(19, 14)",to_dropoff,1
97,2,"(19, 14)",to_dropoff,2
97,3,"(18, 14)",to_dropoff,3
97,4,"(17, 14)",to_dropoff,4
97,5,"(16, 14)",to_dropoff,5
98,1,"(19, 14)",to_dropoff,1
98,2,"(19, 14)",to_dropoff,2
98,3,"(18, 14)",to_dropoff,3
98,4,"(17, 14)",to_dropoff,4
98,5,"(16, 14)",to_dropoff,5
99,1,"(19, 14)",to_dropoff,1
99,2,"(19, 14)",to_dropoff,2
99,3,"(18, 14)",to_dropoff,3
99,4,"(17, 14)",to_dropoff,4
99,5,"(16, 14)",to_dropoff,5
100,1,"(19, 14)",to_dropoff,1
100,2,"(19, 14)",to_dropoff,2
100,3,"(18, 14)",to_dropoff,3
100,4,"(17, 14)",to_dropoff,4
100,5,"(16, 14)",to_dropoff,5
101,1,"(19, 14)",to_dropoff,1
101,2,"(19, 14)",to_dropoff,2
101,3,"(18, 14)",to_dropoff,3
101,4,"(17, 14)",to_dropoff,4
101,5,"(16, 14)",to_dropoff,5
102,1,"(19, 14)",to_dropoff,1
102,2,"(19, 14)",to_dropoff,2
102,3,"(18, 14)",to_dropoff,3
102,4,"(17, 14)",to_dropoff,4
102,5,"(16, 14)",to_dropoff,5
103,1,"(19, 14)",to_dropoff,1
103,2,"(19, 14)",to_dropoff,2
103,3,"(18, 14)",to_dropoff,3
103,4,"(17, 14)",to_dropoff,4
103,5,"(16, 14)",to_dropoff,5
104,1,"(19, 14)",to_dropoff,1
104,2,"(19, 14)",to_dropoff,2
104,3,"(18, 14)",to_dropoff,3
104,4,"(17, 14)",to_dropoff,4
104,5,"(16, 14)",to_dropoff,5
105,1,"(19, 14)",to_dropoff,1
105,2,"(19, 14)",to_dropoff,2
105,3,"(18, 14)",to_dropoff,3
105,4,"(17, 14)",to_dropoff,4
105,5,"(16, 14)",to_dropoff,5
106,1,"(19, 14)",to_dropoff,1
106,2,"(19, 14)",to_dropoff,2
106,3,"(18, 14)",to_dropoff,3
106,4,"(17, 14)",to_dropoff,4
106,5,"(16, 14)",to_dropoff,5
107,1,"(19, 14)",to_dropoff,1
107,2,"(19, 14)",to_dropoff,2
107,3,"(18, 14)",to_dropoff,3
107,4,"(17, 14)",to_dropoff,4
107,5,"(16, 14)",to_dropoff,5
108,1,"(19, 14)",to_dropoff,1
108,2,"(19, 14)",to_dropoff,2
108,3,"(18, 14)",to_dropoff,3
108,4,"(17, 14)",to_dropoff,4
108,5,"(16, 14)",to_dropoff,5
109,1,"(19, 14)",to_dropoff,1
109,2,"(19, 14)",to_dropoff,2
109,3,"(18, 14)",to_dropoff,3
109,4,"(17, 14)",to_dropoff,4
109,5,"(16, 14)",to_dropoff,5
110,1,"(19, 14)",to_dropoff,1
110,2,"(19, 14)",to_dropoff,2
110,3,"(18, 14)",to_dropoff,3
110,4,"(17, 14)",to_dropoff,4
110,5,"(16, 14)",to_dropoff,5
111,1,"(19, 14)",to_dropoff,1
111,2,"(19, 14)",to_dropoff,2
111,3,"(18, 14)",to_dropoff,3
111,4,"(17, 14)",to_dropoff,4
111,5,"(16, 14)",to_dropoff,5
112,1,"(19, 14)",to_dropoff,1
112,2,"(19, 14)",to_dropoff,2
112,3,"(18, 14)",to_dropoff,3
112,4,"(17, 14)",to_dropoff,4
112,5,"(16, 14)",to_dropoff,5
113,1,"(19, 14)",to_dropoff,1
113,2,"(19, 14)",to_dropoff,2
113,3,"(18, 14)",to_dropoff,3
113,4,"(17, 14)",to_dropoff,4
113,5,"(16, 14)",to_dropoff,5
114,1,"(19, 14)",to_dropoff,1
114,2,"(19, 14)",to_dropoff,2
114,3,"(18, 14)",to_dropoff,3
114,4,"(17, 14)",to_dropoff,4
114,5,"(16, 14)",to_dropoff,5
115,1,"(19, 14)",to_dropoff,1
115,2,"(19, 14)",to_dropoff,2
115,3,"(18, 14)",to_dropoff,3
115,4,"(17, 14)",to_dropoff,4
115,5,"(16, 14)",to_dropoff,5
116,1,"(19, 14)",to_dropoff,1
116,2,"(19, 14)",to_dropoff,2
116,3,"(18, 14)",to_dropoff,3
116,4,"(17, 14)",to_dropoff,4
116,5,"(16, 14)",to_dropoff,5
117,1,"(19, 14)",to_dropoff,1
117,2,"(19, 14)",to_dropoff,2
117,3,"(18, 14)",to_dropoff,3
117,4,"(17, 14)",to_dropoff,4
117,5,"(16, 14)",to_dropoff,5
118,1,"(19, 14)",to_dropoff,1
118,2,"(19, 14)",to_dropoff,2
118,3,"(18, 14)",to_dropoff,3
118,4,"(17, 14)",to_dropoff,4
118,5,"(16, 14)",to_dropoff,5
119,1,"(19, 14)",to_dropoff,1
119,2,"(19, 14)",to_dropoff,2
119,3,"(18, 14)",to_dropoff,3
119,4,"(17, 14)",to_dropoff,4
119,5,"(16, 14)",to_dropoff,5
120,1,"(19, 14)",to_dropoff,1
120,2,"(19, 14)",to_dropoff,2
120,3,"(18, 14)",to_dropoff,3
120,4,"(17, 14)",to_dropoff,4
120,5,"(16, 14)",to_dropoff,5
121,1,"(19, 14)",to_dropoff,1
121,2,"(19, 14)",to_dropoff,2
121,3,"(18, 14)",to_dropoff,3
121,4,"(17, 14)",to_dropoff,4
121,5,"(16, 14)",to_dropoff,5
122,1,"(19, 14)",to_dropoff,1
122,2,"(19, 14)",to_dropoff,2
122,3,"(18, 14)",to_dropoff,3
122,4,"(17, 14)",to_dropoff,4
122,5,"(16, 14)",to_dropoff,5
123,1,"(19, 14)",to_dropoff,1
123,2,"(19, 14)",to_dropoff,2
123,3,"(18, 14)",to_dropoff,3
123,4,"(17, 14)",to_dropoff,4
123,5,"(16, 14)",to_dropoff,5
124,1,"(19, 14)",to_dropoff,1
124,2,"(19, 14)",to_dropoff,2
124,3,"(18, 14)",to_dropoff,3
124,4,"(17, 14)",to_dropoff,4
124,5,"(16, 14)",to_dropoff,5
125,1,"(19, 14)",to_dropoff,1
125,2,"(19, 14)",to_dropoff,2
125,3,"(18, 14)",to_dropoff,3
125,4,"(17, 14)",to_dropoff,4
125,5,"(16, 14)",to_dropoff,5
126,1,"(19, 14)",to_dropoff,1
126,2,"(19, 14)",to_dropoff,2
126,3,"(18, 14)",to_dropoff,3
126,4,"(17, 14)",to_dropoff,4
126,5,"(16, 14)",to_dropoff,5
127,1,"(19, 14)",to_dropoff,1
127,2,"(19, 14)",to_dropoff,2
127,3,"(18, 14)",to_dropoff,3
127,4,"(17, 14)",to_dropoff,4
127,5,"(16, 14)",to_dropoff,5
128,1,"(19, 14)",to_dropoff,1
128,2,"(19, 14)",to_dropoff,2
128,3,"(18, 14)",to_dropoff,3
128,4,"(17, 14)",to_dropoff,4
128,5,"(16, 14)",to_dropoff,5
129,1,"(19, 14)",to_dropoff,1
129,2,"(19, 14)",to_dropoff,2
129,3,"(18, 14)",to_dropoff,3
129,4,"(17, 14)",to_dropoff,4
129,5,"(16, 14)",to_dropoff,5
130,1,"(19, 14)",to_dropoff,1
130,2,"(19, 14)",to_dropoff,2
130,3,"(18, 14)",to_dropoff,3
130,4,"(17, 14)",to_dropoff,4
130,5,"(16, 14)",to_dropoff,5
131,1,"(19, 14)",to_dropoff,1
131,2,"(19, 14)",to_dropoff,2
131,3,"(18, 14)",to_dropoff,3
131,4,"(17, 14)",to_dropoff,4
131,5,"(16, 14)",to_dropoff,5
132,1,"(19, 14)",to_dropoff,1
132,2,"(19, 14)",to_dropoff,2
132,3,"(18, 14)",to_dropoff,3
132,4,"(17, 14)",to_dropoff,4
132,5,"(16, 14)",to_dropoff,5
